Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1973","1973","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1974","1974","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1975","1975","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1976","1976","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1977","1977","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1978","1978","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1979","1979","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1980","1980","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1981","1981","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1982","1982","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1983","1983","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1984","1984","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1985","1985","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1986","1986","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1987","1987","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1988","1988","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1989","1989","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1990","1990","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1991","1991","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1992","1992","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1993","1993","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1994","1994","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1995","1995","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1996","1996","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1997","1997","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1998","1998","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","1999","1999","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2000","2000","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2001","2001","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2002","2002","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2003","2003","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2004","2004","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2005","2005","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2006","2006","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2007","2007","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2008","2008","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2009","2009","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2010","2010","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2011","2011","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2012","2012","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2013","2013","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2014","2014","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2015","2015","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2016","2016","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2017","2017","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2018","2018","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2019","2019","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2020","2020","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2021","2021","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2022","2022","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7002","February","2023","2023","°c","0.495","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1961","1961","°c","0.186","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1962","1962","°c","-0.083","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1963","1963","°c","-0.244","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1964","1964","°c","0.498","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1965","1965","°c","-0.048","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1966","1966","°c","0.288","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1967","1967","°c","-0.422","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1968","1968","°c","-0.325","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7003","March","1969","1969","°c","0.88","E","Estimated value"
